MapWidth,N,Mean,StdDev,Variance,CI95_Lower,CI95_Upper
300,48,497.5,89.75285214457035,8055.574468085108,472.1087716603599,522.8912283396402
500,48,547.25,60.09088860731733,3610.91489361702,530.2501895504936,564.2498104495064
