UAV,MeanDist,StdDist,CV
UAV1,885.3286864580431,252.09104767873959,0.2847428887538781
UAV2,810.7321393762899,304.0056988090037,0.37497674514652957
UAV3,1551.380594727879,323.39516378617424,0.20845636775732623
UAV4,1571.3549009306462,366.00712441976157,0.23292454441895413
