NumBuildings,N,Mean,StdDev,Variance,CI95_Lower,CI95_Upper
30,48,505.125,95.29855103718648,9081.813829787237,478.16488439359654,532.0851156064034
60,48,539.625,56.92758558027909,3240.75,523.5200931390461,555.7299068609539
